IP: 122.15.146.120 TIME: 2019-11-20 10:26:13 User:  USERAGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36Action :Order Page
IP: 122.15.146.120 TIME: 2019-11-20 10:26:44 User: Anupriya USERAGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36Action : Admin Login
IP: 122.15.146.120 TIME: 2019-11-20 10:26:45 User: Anupriya USERAGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36Action :Order Page
IP: 122.15.146.120 TIME: 2019-11-20 10:27:19 User: Anupriya USERAGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36Action :Purchase New Page
IP: 122.15.146.120 TIME: 2019-11-20 10:27:22 User: Anupriya USERAGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36Action :Invoice New Page
IP: 122.15.146.120 TIME: 2019-11-20 10:27:45 User: Anupriya USERAGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36Action :Order Page
IP: 122.15.146.120 TIME: 2019-11-20 10:27:57 User: Anupriya USERAGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36Action :Purchase New Page
IP: 122.15.146.120 TIME: 2019-11-20 10:27:58 User: Anupriya USERAGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36Action :Invoice New Page
IP: 122.15.146.120 TIME: 2019-11-20 10:28:20 User: Anupriya USERAGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36Action :Order Page
IP: 122.15.146.120 TIME: 2019-11-20 10:28:24 User: Anupriya USERAGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36Action :Purchase New Page
IP: 122.15.146.120 TIME: 2019-11-20 10:28:25 User: Anupriya USERAGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36Action :Invoice New Page
IP: 122.15.146.120 TIME: 2019-11-20 10:28:47 User: Anupriya USERAGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36Action :Order Page
IP: 122.15.146.120 TIME: 2019-11-20 10:28:52 User: Anupriya USERAGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36Action :Purchase New Page
IP: 122.15.146.120 TIME: 2019-11-20 10:28:53 User: Anupriya USERAGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36Action :Invoice New Page
IP: 122.15.146.120 TIME: 2019-11-20 10:29:12 User: Anupriya USERAGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36Action :Order Page
IP: 122.15.146.120 TIME: 2019-11-20 12:17:17 User:  USERAGENT: Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36Action :Purchase New Page
IP: 122.15.146.120 TIME: 2019-11-20 12:17:27 User: Gomathi USERAGENT: Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36Action : Admin Login
IP: 122.15.146.120 TIME: 2019-11-20 12:17:27 User: Gomathi USERAGENT: Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36Action :Order Page
IP: 122.15.146.120 TIME: 2019-11-20 12:17:40 User: Gomathi USERAGENT: Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36Action :Purchase New Page
IP: 122.15.146.120 TIME: 2019-11-20 12:17:41 User: Gomathi USERAGENT: Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36Action :Invoice New Page
IP: 122.15.146.120 TIME: 2019-11-20 12:20:09 User: Gomathi USERAGENT: Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36Action :Order Page
